user_id,item_id
121478510,312809158,1.000000
111314602,199356774,1.000000
117236894,180492085,1.000000
11708307,218580217,1.000000
14640189,18003114,1.000000
21056373,198400340,1.000000
26201404,363091870,1.000000
128739714,345461048,1.000000
64509513,157924991,0.999999
115052732,80867465,0.999999
137477133,127885668,0.999999
102506116,79116696,0.999999
40513258,140944547,0.999999
14307216,183251127,0.999999
136459017,261365844,0.999999
17536228,207276761,0.999999
136326447,167009267,0.999999
2061619,165625808,0.999999
141236210,296240511,0.999999
47621027,265189115,0.999999
56970993,274615593,0.999999
36063452,158094150,0.999999
129303906,27474848,0.999999
139010251,142933031,0.999999
137046864,298935949,0.999999
10935519,323797825,0.999999
35314933,68806247,0.999999
17121244,375387338,0.999999
44753399,134452377,0.999999
15303982,239300087,0.999999
36422153,262582344,0.999999
133873697,365682813,0.999999
123311003,382404235,0.999999
123762125,288803402,0.999999
35483999,211501700,0.999999
62200238,263371692,0.999999
134966268,261409757,0.999999
136283010,278226644,0.999999
33116227,122542873,0.999999
37285880,66782974,0.999999
25012345,96625713,0.999999
35314933,397527986,0.999999
31182685,233997692,0.999999
27739031,199130443,0.999999
13505961,167830227,0.999999
20856102,380130376,0.999999
103950217,38385997,0.999999
115254536,230400334,0.999999
63503114,325068365,0.999999
3444136,146231131,0.999999
49099929,377388354,0.999999
115176890,362905063,0.999999
104159731,316555195,0.999999
56084573,26637292,0.999999
50607121,117161200,0.999999
107098478,342386909,0.999999
39131003,305617698,0.999999
139250074,164624085,0.999999
111714049,73896236,0.999999
48559665,215450565,0.999999
46730408,283690186,0.999999
135068553,76136194,0.999999
133044209,142685953,0.999999
133160159,109536190,0.999999
114373688,147390384,0.999999
109101353,260321875,0.999999
141934553,388438681,0.999999
25647154,344218869,0.999999
101435857,364098986,0.999999
17190238,275486662,0.999999
55658012,77351330,0.999999
63386516,11905677,0.999999
118097805,243383284,0.999999
48746520,3532361,0.999999
114686924,18628016,0.999999
42853003,203254111,0.999999
24083182,201765373,0.999999
102842461,189134241,0.999999
114550430,47660044,0.999999
142050543,155927075,0.999999
108504020,260477939,0.999999
19554017,215294129,0.999999
43601696,222873741,0.999999
14541966,166675048,0.999999
131750537,13388307,0.999999
14541966,3163383,0.999999
35046223,81594789,0.999999
102110170,90593825,0.999999
39784727,120536639,0.999999
35964311,108723885,0.999999
131632535,279336604,0.999999
49099929,233448347,0.999999
140943878,126101554,0.999999
59550807,288710807,0.999999
35314933,90492723,0.999999
21902688,176139567,0.999999
20030847,286896716,0.999999
54940184,321264227,0.999999
27020443,284010209,0.999999
20103120,339196210,0.999999
60423170,346506124,0.999999
140830355,167605928,0.999999
4349690,384911295,0.999999
37262054,349295465,0.999999
36502193,34653986,0.999999
33358558,194717372,0.999999
102096355,295007979,0.999999
12612606,282559474,0.999999
62879735,202881937,0.999999
13137537,299483514,0.999999
56909352,194117080,0.999999
31376884,331932385,0.999999
127643976,231200477,0.999999
11366706,297546008,0.999999
43703633,203101027,0.999999
32558956,58069059,0.999999
131472512,74064791,0.999999
139887505,272117008,0.999999
129948486,80019375,0.999999
110154409,70133503,0.999999
132747710,314877094,0.999999
135496647,283609926,0.999999
58991721,24175807,0.999999
102020968,15039328,0.999999
115132373,105308203,0.999999
55172237,2075505,0.999999
32079118,24824559,0.999999
100714423,48767883,0.999999
115176890,169366307,0.999999
12496131,339313176,0.999999
22837117,109536190,0.999999
121159721,38432680,0.999999
126584133,393301758,0.999999
133381799,320022655,0.999999
43121491,22997825,0.999999
53335367,375387338,0.999999
46554986,234423969,0.999999
61301273,370362820,0.999999
30659463,83258342,0.999999
123523376,81957493,0.999999
37393370,235658768,0.999999
119440845,282469854,0.999999
133978566,163822324,0.999999
45124004,175928924,0.999999
46896518,17575495,0.999999
16551523,6090288,0.999999
44318888,138176490,0.999999
23877568,366882456,0.999999
640008,375006020,0.999999
138005472,281789175,0.999999
21484068,108951707,0.999999
53624597,33450173,0.999999
50114359,193049583,0.999999
49099929,327377047,0.999999
5829062,126399075,0.999999
132818255,153124469,0.999999
43121491,299233070,0.999999
119440845,247904149,0.999999
124336007,275905679,0.999999
101421355,118376313,0.999999
102110170,327903482,0.999999
32795881,339958050,0.999999
123044507,369048803,0.999999
55320494,295352907,0.999999
115283459,402994468,0.999999
5922326,148085062,0.999999
127834821,136369999,0.999999
54172541,145920598,0.999999
25338079,366391631,0.999999
134250801,76791464,0.999999
45454379,35853840,0.999999
123093902,205703399,0.999999
28708550,288524038,0.999999
56579175,343109466,0.999999
110163391,236065029,0.999999
2333977,231212171,0.999999
65200062,105947909,0.999999
104378635,307997521,0.999999
12354009,320132599,0.999999
21506490,147878669,0.999999
140087222,99219601,0.999999
50325088,18338903,0.999999
64422168,187924060,0.999999
142050543,189898446,0.999999
108895784,202346768,0.999999
62879735,18037281,0.999999
108807581,51113749,0.999999
107746979,309620647,0.999999
56909352,1518516,0.999999
49099929,226894896,0.999999
129195606,136481914,0.999999
105382949,266793341,0.999999
35786723,34667466,0.999999
115955453,149788812,0.999999
135666003,144710634,0.999999
116823443,348962630,0.999999
3927337,391771362,0.999999
120283318,400398418,0.999999
139843444,84375750,0.999999
25012345,26603991,0.999999
44193530,168196809,0.999999
103220434,247741571,0.999999
62561606,346871825,0.999999
14640189,377556926,0.999999
10127292,360656030,0.999999
140391842,364249228,0.999999
141461237,263872376,0.999999
65353086,318703285,0.999999
3681631,290857548,0.999999
124871600,114965026,0.999999
15087166,23560038,0.999999
39042380,292920772,0.999999
52219151,43260956,0.999999
33259765,342871311,0.999999
33492073,372608323,0.999999
139887505,109717830,0.999999
46554986,214104205,0.999999
113689556,196479516,0.999999
108395084,386082841,0.999999
140386565,64715700,0.999999
33538654,303969046,0.999999
135144717,30589748,0.999999
134238708,330604571,0.999999
132159746,357561504,0.999999
102184399,244374481,0.999999
113491196,115212848,0.999999
39042380,105451716,0.999999
48555618,280632618,0.999999
20030847,385189080,0.999999
46032122,237250265,0.999999
64752105,61069777,0.999999
101435857,22167920,0.999999
100484530,346614193,0.999999
30659463,170265923,0.999999
44395163,172420461,0.999999
4486844,394510300,0.999999
40044388,172220317,0.999999
136326447,301693716,0.999999
142050543,279160224,0.999999
54594113,392330716,0.999999
46511333,160680445,0.999999
109573143,355751018,0.999999
128878692,356418261,0.999999
111609304,279001300,0.999999
111314602,226569240,0.999999
101991970,376372710,0.999999
17356588,290503438,0.999999
35188099,79378154,0.999999
30659463,255845322,0.999999
111314602,208026048,0.999999
125717270,25162126,0.999999
36157937,31111193,0.999999
48555618,220228262,0.999999
41119891,138098039,0.999999
118128678,185295845,0.999999
37394387,106266819,0.999999
124792007,291721529,0.999999
52219151,330112654,0.999999
120283318,270315820,0.999999
100484530,45302142,0.999999
24554560,114031299,0.999999
101982247,72893225,0.999999
121159721,384071890,0.999999
20625528,357323079,0.999999
111314602,89835822,0.999999
44801561,89251986,0.999999
124871600,345761796,0.999999
111314602,93916087,0.999999
3927337,237742108,0.999999
39042380,18781052,0.999999
40492156,77328155,0.999999
134238708,354766118,0.999999
47621027,15783441,0.999999
10531113,202341160,0.999999
108807581,178175072,0.999999
125936322,246838614,0.999999
46265585,237941315,0.999999
33538654,112610865,0.999999
22259706,34087262,0.999999
14953060,385728402,0.999999
33538654,338858198,0.999999
133381799,225060372,0.999999
51020539,400534725,0.999999
64239150,240377143,0.999999
46554986,165024476,0.999999
41864209,47385183,0.999999
111070759,187698244,0.999999
47954774,206149945,0.999999
53624597,195965321,0.999999
100714423,341382016,0.999999
113903693,156595505,0.999999
37285880,257421676,0.999998
138374274,63575391,0.999998
63051743,214612175,0.999998
138869047,155985166,0.999998
101214616,229540925,0.999998
106795481,10079506,0.999998
112508383,303963225,0.999998
113976848,54496490,0.999998
120086977,331990141,0.999998
12361452,387157883,0.999998
541044,163008468,0.999998
113199368,226584189,0.999998
134088456,291466464,0.999998
41421946,310970363,0.999998
126422070,210684150,0.999998
115526495,126727250,0.999998
118315134,170922697,0.999998
45095849,2080683,0.999998
44950595,253884615,0.999998
56033639,273422057,0.999998
106947215,121398582,0.999998
38056901,285225987,0.999998
61531154,104972858,0.999998
42455248,324430670,0.999998
51184198,333610109,0.999998
61875821,10039527,0.999998
119373321,219046936,0.999998
124226693,198874807,0.999998
43673207,321154816,0.999998
13464387,57857221,0.999998
32551840,206131774,0.999998
5818655,221949462,0.999998
21120942,167234499,0.999998
14322492,336006793,0.999998
13698828,332555164,0.999998
138481276,213515097,0.999998
123888506,197387691,0.999998
131820692,86228244,0.999998
111231076,5459595,0.999998
634740,369701205,0.999998
21246981,98757912,0.999998
256431,354625960,0.999998
39031118,322932406,0.999998
61148537,19274586,0.999998
131938670,242396275,0.999998
42574342,101142439,0.999998
124336007,152402302,0.999998
104572288,205701249,0.999998
119199723,260382037,0.999998
128024751,320695817,0.999998
51085177,230754410,0.999998
134789373,302450948,0.999998
119266449,350029432,0.999998
33432499,252575053,0.999998
61545656,36667020,0.999998
41166322,126585025,0.999998
5818655,262957856,0.999998
56027744,238472046,0.999998
28832618,266104671,0.999998
61649702,374113047,0.999998
42631126,382673856,0.999998
29225615,121114529,0.999998
104558731,24220081,0.999998
126170109,96191510,0.999998
111348988,274593121,0.999998
101991970,12960362,0.999998
125780393,163869671,0.999998
36061742,283471997,0.999998
122181623,75557603,0.999998
126170109,7038128,0.999998
109921665,297817209,0.999998
25658131,371767517,0.999998
110374861,28328514,0.999998
55841087,312666515,0.999998
14791879,52427777,0.999998
4041047,17649952,0.999998
12922356,102172701,0.999998
110374861,349119407,0.999998
101991970,348170956,0.999998
16915459,259431963,0.999998
5090708,228642352,0.999998
11522967,58562911,0.999432
116396525,273767427,0.999422
116396525,222659321,0.999400
21902688,322865562,0.999238
34643740,140155715,0.999212
62492600,220560830,0.999206
129580503,205134077,0.999200
127067454,129229417,0.999185
119604288,191559762,0.999185
28115180,93428933,0.999185
14640189,300359283,0.999166
114475283,287927327,0.999166
33644206,190878182,0.999154
35350045,50268941,0.999141
50886778,37869381,0.999141
116396525,169672118,0.999141
64047083,222496038,0.999125
39042380,389878545,0.999078
58306059,351974118,0.998838
11448627,251073134,0.998838
51940907,351876362,0.998838
44464967,216867853,0.998814
62492600,249810293,0.998773
50706541,25442593,0.998773
136652850,186175931,0.998754
17960959,115804093,0.998754
56489421,129358006,0.998743
56489421,39980877,0.998743
113853212,340387192,0.998743
58874964,186161118,0.998743
21902688,381942824,0.998743
127240758,329918399,0.998743
53086835,233071358,0.998743
36537956,162172314,0.998730
134463810,271630395,0.998730
46042007,348722081,0.998730
28034276,315713629,0.998730
106926524,350918260,0.998730
3693055,17623107,0.998730
15280372,316811897,0.998730
25012345,101369683,0.998730
32676559,16737752,0.998717
33905986,77277151,0.998717
11522967,190081846,0.998717
139887505,198031202,0.998701
127647168,303999351,0.998701
104378635,105234952,0.998701
138865057,361578689,0.998701
11273694,287847616,0.998701
132049178,197753198,0.998701
64733580,113039679,0.998701
63161741,56980026,0.998701
120640537,42444067,0.998701
128441868,198292381,0.998701
42082216,111422374,0.998701
138192867,42841617,0.998701
138865057,274577328,0.998701
124134830,300234500,0.998701
142212219,401941763,0.998683
46554986,82441567,0.998683
12612606,103401492,0.998683
106926524,70995350,0.998683
106960781,182383886,0.998683
62492600,151814912,0.998683
129195606,21257163,0.998683
39136295,155351591,0.998683
123762125,303558858,0.998683
56394642,12126176,0.998683
121848569,385070939,0.998683
64047083,138505947,0.998683
106926524,76123275,0.998662
4713440,365649994,0.998662
30253899,277910680,0.998662
28115180,176457759,0.998662
5090708,84101580,0.998662
5371991,50340789,0.998662
62561606,400207208,0.998662
115283459,42923951,0.998662
21478743,172395387,0.998662
62492600,17340283,0.998662
35959091,385064312,0.998662
3338983,318206362,0.998662
19054708,215485472,0.998662
5369231,56559040,0.998662
111721663,140301329,0.998662
62492600,392125950,0.998662
11273694,44994066,0.998662
64282998,106537325,0.998662
47682644,177504520,0.998662
62492600,128154998,0.998662
64136732,65446762,0.998637
111314602,17196171,0.998637
42966754,58557511,0.998637
40965016,52975103,0.998637
61309424,102969825,0.998637
26188510,204470972,0.998637
123762125,159269404,0.998637
56394642,342778124,0.998637
19054708,58029863,0.998637
120640537,81566096,0.998637
106926524,399245351,0.998637
53624597,35083658,0.998637
56539218,154193,0.998637
26357800,176335140,0.998637
30718584,349949099,0.998605
123243071,108092049,0.998605
1675813,202021439,0.998605
141957980,298163432,0.998605
62492600,131895394,0.998605
126376929,53613395,0.998605
15280372,282255703,0.998605
42513922,114185175,0.998605
116396525,205324755,0.998605
106926524,87600850,0.998605
114475283,9417852,0.998564
19054708,320189844,0.998564
61309424,177501774,0.998564
19054708,264854568,0.998564
25012345,241430511,0.998564
35350045,224609344,0.998564
13918209,219977881,0.998503
18410569,352753885,0.997960
138456343,30551582,0.997950
6308735,260095457,0.997938
10554312,54583429,0.997926
43129471,314042772,0.997926
43679933,2481388,0.997913
136915656,355989820,0.997913
103779820,402483437,0.997899
47004938,85665232,0.997899
2228206,111219581,0.997899
136668036,387561938,0.997899
49174335,94062845,0.997899
39558209,30984300,0.997899
38468798,262293688,0.997884
110274976,358600991,0.997884
3687502,121555932,0.997884
62096384,55826352,0.997884
110581771,206795855,0.997868
122438933,229404324,0.997868
25737649,282711956,0.997868
12453828,267621012,0.997868
131917124,110335421,0.997868
38516732,2363086,0.997868
124871600,85469372,0.997868
132159746,393842070,0.997868
38144945,96206265,0.997851
46896518,383292128,0.997851
139010251,168252547,0.997851
133295807,47702944,0.997851
32461099,197686825,0.997851
55653785,132484650,0.997851
124871600,96935190,0.997851
44068940,275311006,0.997851
33570973,251976147,0.997851
1840942,66528704,0.997851
32767747,275062583,0.997851
31034098,15164610,0.997851
24309232,25216369,0.997851
123523376,16673606,0.997832
130139825,212317431,0.997832
132609065,168200529,0.997832
30253899,281562306,0.997832
30657582,93110435,0.997832
102562879,321995598,0.997832
127958352,240823284,0.997832
121159721,150355316,0.997832
111359794,224890263,0.997832
127004754,268348426,0.997832
111413851,307015816,0.997832
108842399,74359694,0.997832
36063452,397643297,0.997832
140342846,26529807,0.997814
48201636,200142781,0.997810
125503796,77222397,0.997810
117511565,91404963,0.997810
54979538,344660443,0.997810
124871600,333113735,0.997810
28452485,159231140,0.997810
136349646,57035411,0.997810
47004938,51734688,0.997810
129817398,218980857,0.997810
416853,349204604,0.997810
124211498,206760898,0.997810
11583387,138519826,0.997810
49776801,139789613,0.997810
1840942,133421256,0.997810
48218142,23580245,0.997787
33570973,372262918,0.997787
36063452,325039904,0.997787
36219062,56298462,0.997787
2061619,157568546,0.997787
43679933,192207509,0.997787
101847145,37577908,0.997787
1197847,272337609,0.997787
129034389,388844876,0.997787
101878519,210840077,0.997787
102658750,46177834,0.997769
110250703,56506911,0.997769
40362103,257302034,0.997760
116823443,253817813,0.997760
34944793,326109742,0.997760
17536228,149509274,0.997760
14202153,133512105,0.997760
55653785,221610175,0.997760
129303906,146148629,0.997760
30127893,218550851,0.997760
111359794,308443106,0.997760
105461915,131477925,0.997760
114680027,286656420,0.997760
15430282,44007262,0.997760
34944793,32140802,0.997760
42500437,298670687,0.997756
127137324,98564072,0.997756
114099881,269085697,0.997742
13262355,99516951,0.997742
4406018,181533983,0.997742
43294132,53952965,0.997742
39810707,79492217,0.997742
22694274,175221135,0.997742
65263161,271031682,0.997742
21100698,183045022,0.997742
30657582,174266662,0.997729
6285524,201987339,0.997729
47838026,236090973,0.997729
60585233,306159400,0.997729
115335440,129326456,0.997729
54589634,330270212,0.997729
108934622,342603282,0.997729
47399912,328098981,0.997729
50114359,40171002,0.997729
54494456,240001883,0.997729
124211498,147038293,0.997729
2412715,191288916,0.997729
14202153,145539298,0.997729
115031243,130338758,0.997729
123687377,45329327,0.997729
44735624,287533890,0.997729
36063452,378549548,0.997729
34672834,6327151,0.997729
404232,5853238,0.997729
137578491,84630950,0.997727
33762094,240952907,0.997727
50706541,348199727,0.997727
14648796,103231751,0.997727
60146561,18030191,0.997727
46101356,266986888,0.997727
30958384,237615154,0.997727
112272961,214501498,0.997727
54827588,131605495,0.997727
25662943,16186057,0.997727
59368008,399218067,0.997727
127276245,169102557,0.997711
12523584,125666923,0.997711
61824374,127352265,0.997711
125119136,378878990,0.997711
129864057,48718461,0.997711
21478743,166365393,0.997711
108810920,311463176,0.997711
35314933,324174954,0.997711
138456343,387197419,0.997711
42873856,105494471,0.997711
41396203,385169930,0.997711
36799562,382658832,0.997711
35314933,336960461,0.997711
106960781,172432665,0.997711
48030294,31471430,0.997711
110864023,330962329,0.997711
114328130,142058311,0.997711
35039635,289911947,0.997711
62492600,217846578,0.997694
110522833,136396085,0.997694
48144054,387164084,0.997694
63041060,58757433,0.997694
141227570,304396852,0.997694
103682533,91341228,0.997694
25662943,6268420,0.997694
26916025,232660139,0.997694
61824374,128040975,0.997694
22099113,267596991,0.997694
137669280,83322393,0.997694
1919239,253377369,0.997694
57954225,42813818,0.997694
58013694,290908317,0.997694
110321077,115735594,0.997694
53667812,396321302,0.997694
18594472,132191331,0.997694
48053892,40651763,0.997694
110068303,384487676,0.997694
25737478,57643366,0.997694
45210509,35871368,0.997694
106292549,323778186,0.997694
44658539,208625789,0.997694
118867785,19504124,0.997694
32777689,39080146,0.997694
141828374,227610071,0.997694
15993055,226594470,0.997694
42778255,149732709,0.997694
21628254,238430270,0.997694
30229602,248051949,0.997694
134891106,232977209,0.997694
106342022,110310343,0.997694
108083681,96408719,0.997694
132922724,373575935,0.997694
25857589,85494647,0.997694
48154965,59076358,0.997693
36063452,175512250,0.997693
136349646,311407264,0.997693
60742301,87595398,0.997693
34944793,15126114,0.997693
64690809,181085284,0.997693
111839014,378583726,0.997693
107635736,162728983,0.997693
108842399,234560925,0.997693
101986408,90931956,0.997693
13855554,341631650,0.997693
109589355,164185518,0.997693
130238618,76447178,0.997693
38742053,356792231,0.997693
51913124,284586626,0.997693
124211498,383578608,0.997693
116550278,31151,0.997675
128059716,379889777,0.997675
28505027,313385001,0.997675
54456266,106310603,0.997675
124268417,190495825,0.997675
51351379,228311403,0.997675
65014014,342549973,0.997675
125226788,348857929,0.997675
108005192,376908068,0.997675
43601696,326814551,0.997675
131801027,108257966,0.997675
123815351,192292288,0.997675
116985392,29886092,0.997675
15104677,262498620,0.997675
118351614,230664660,0.997675
2437852,118457621,0.997675
118606416,8649606,0.997675
119440845,301499587,0.997675
22640271,395449813,0.997675
50805790,212332060,0.997675
24309232,398613317,0.997675
50805790,305545325,0.997675
30214065,349293614,0.997675
114984851,137677530,0.997675
25387816,154193,0.997675
41263804,180285112,0.997675
44841632,106996016,0.997675
116926283,332482010,0.997675
125936322,207449114,0.997675
135758265,251291092,0.997675
53896487,58084152,0.997675
29017898,102034312,0.997675
61269170,21250163,0.997675
2412715,125379438,0.997675
5305268,191449669,0.997675
34178632,179324197,0.997675
33259765,40057764,0.997675
64801170,161174606,0.997675
48449895,245159901,0.997675
112721758,18232835,0.997675
34714627,38162666,0.997675
125838945,150930649,0.997675
29165687,89334882,0.997675
14021211,349403775,0.997675
54594113,115818589,0.997675
138884494,295366894,0.997675
21624663,348058781,0.997675
129034389,216666308,0.997675
53703563,56868718,0.997675
106508543,243578352,0.997675
20678115,270139183,0.997675
26260912,347656295,0.997675
17448241,6808587,0.997675
22766481,15708458,0.997675
55780028,4410317,0.997675
62096384,189104857,0.997675
116647166,21221161,0.997675
135756156,390462830,0.997675
25951147,265419848,0.997675
102184399,236143082,0.997675
45629939,7733396,0.997675
114550430,379439187,0.997675
54862823,152376515,0.997675
24961507,63142606,0.997675
102506116,107643729,0.997675
11366706,9391285,0.997675
55514294,168302647,0.997654
124302458,214155523,0.997654
20752626,85162794,0.997654
26715865,381279806,0.997654
64733580,203802014,0.997654
109164452,31265922,0.997654
35959091,217091533,0.997654
137071797,392497299,0.997654
17001133,156457073,0.997654
108842399,359454251,0.997654
29463386,41691349,0.997654
102110170,272349035,0.997654
112604050,228975025,0.997654
132360386,403980947,0.997654
54827588,55524064,0.997654
25730704,387089587,0.997654
28832618,91032573,0.997654
100680235,362178023,0.997654
127803999,168244690,0.997654
15389083,378985385,0.997654
109328408,400204770,0.997654
46384850,399797466,0.997654
4492568,276908380,0.997654
62492600,280452130,0.997654
32833684,53058068,0.997654
6143459,55328233,0.997654
28832618,6548166,0.997654
108810920,198320504,0.997654
23011006,389909635,0.997654
120585691,137787943,0.997654
17167471,284286675,0.997654
122744693,81674646,0.997654
29467148,297652364,0.997654
112968943,35380761,0.997654
18755701,185773594,0.997654
105315608,314949431,0.997654
27435290,241093016,0.997654
100498063,352768418,0.997654
51014245,208024150,0.997654
112272961,234136964,0.997654
17572993,246806769,0.997654
124871600,253213312,0.997654
114099881,163565873,0.997654
21333723,268394718,0.997654
14541966,54045660,0.997654
123419819,199798544,0.997654
132528389,44619841,0.997654
13461432,277052838,0.997654
119279535,21942515,0.997654
138667243,137323948,0.997654
37848266,282778950,0.997654
43601696,403490596,0.997654
124722776,375112533,0.997654
131880989,50933427,0.997654
21506490,303239998,0.997654
110534485,139982713,0.997654
21348120,328741106,0.997654
133044209,140526484,0.997654
61900538,58296156,0.997654
134304816,203652940,0.997654
131917124,288933193,0.997654
122039933,380000019,0.997654
138589540,170350361,0.997654
65224848,283635507,0.997654
41283289,191360604,0.997654
22018449,396586463,0.997654
101969992,39446382,0.997654
138095385,308270504,0.997654
132528389,392520036,0.997654
103234309,2468022,0.997654
30659463,76832054,0.997654
114328130,385917319,0.997654
104411032,210630207,0.997654
10669545,160679663,0.997649
12131343,325901037,0.997649
129909450,216193438,0.997649
125083694,265801346,0.997649
16107175,315029657,0.997649
114703694,280401454,0.997649
3455170,68895820,0.997649
49352322,225297713,0.997649
30657582,73691031,0.997631
5573396,198022994,0.997631
21606699,282386381,0.997631
1096774,57739007,0.997631
102658750,303650005,0.997631
50886778,394490220,0.997631
132219332,283105396,0.997631
138095385,160553288,0.997631
12523584,101300561,0.997631
132622346,25355050,0.997631
5553512,331889235,0.997631
122438933,156409858,0.997631
49874787,246477293,0.997631
35145016,213574989,0.997631
127067454,114787156,0.997631
56251560,390665349,0.997631
28176170,107894559,0.997631
43255249,179660328,0.997631
140435345,254239215,0.997631
103304407,311490252,0.997631
10661793,217518005,0.997631
11960052,160499551,0.997631
36094484,207732057,0.997631
15319795,338917448,0.997631
56489421,173525858,0.997631
110616349,297503992,0.997631
54172940,36585923,0.997631
65353086,242585565,0.997631
61904357,139587385,0.997631
44885921,377514140,0.997631
125528876,174879594,0.997631
136404549,60456375,0.997631
130053173,229382935,0.997631
65014014,254270377,0.997631
13391106,277050464,0.997631
115856090,301784894,0.997631
49800102,380439833,0.997631
17562880,268367042,0.997631
134796702,76288340,0.997631
129970293,292640604,0.997631
62561606,12032557,0.997631
134238708,95967055,0.997631
119192988,225840005,0.997631
32352136,383100126,0.997631
